Make,Model,Year,Color,Condition,Mileage,Transmission,Price
Dodge,Caliber,2007,Red,Nigerian Used,167571,Automatic,"1,995,000"
Toyota,Camry,1999,White,Nigerian Used,2200,Automatic,"955,500"
Toyota,Corolla,2004,Silver,Nigerian Used,299999,Automatic,"2,205,000"
Honda,CR-V,2004,Silver,Nigerian Used,329163,Automatic,"2,600,000"
Honda,Accord,2005,Gray,Nigerian Used,519232,Automatic,"1,102,500"
Toyota,Corolla,2007,White,Nigerian Used,247836,Automatic,"3,120,000"
Mercedes-Benz,GL-Class,2012,GL 450,Green,Foreign Used,Automatic,"15,288,000"
Toyota,Venza,2010,Black,Foreign Used,280572,Automatic,"8,925,000"
Toyota,Camry,2008,Silver,Nigerian Used,100423,Automatic,"3,150,000"
Toyota,Corolla,2014,Gray,Foreign Used,132928,Automatic,"7,350,000"
Kia,Optima,2013,Black,Foreign Used,328458,Automatic,"7,350,000"
Toyota,Camry,2008,2.4,Gold,Foreign Used,Automatic,"4,935,000"
Toyota,Camry,2002,Gold,Nigerian Used,462197,Automatic,"1,560,000"
Honda,Accord,2014,Silver,Nigerian Used,39551,Automatic,"5,040,000"
Toyota,Corolla,2004,Gold,Foreign Used,165441,Automatic,"4,784,000"
Honda,City,2009,Black,Nigerian Used,165640,Automatic,"1,462,125"
Toyota,Highlander,2006,Red,Nigerian Used,218920,Automatic,"3,150,000"
Toyota,Sienna,2011,Gold,Foreign Used,226278,Automatic,"10,125,000"
Toyota,Highlander,2013,Limited 3.5l 4WD,Silver,Nigerian Used,Automatic,"7,630,875"
Toyota,Corolla,2004,Gray,Foreign Used,128251,Automatic,"4,725,000"
Mercedes-Benz,E320,2003,Blue,Nigerian Used,398124,Automatic,"1,575,000"
Toyota,Corolla,2013,Silver,Nigerian Used,291434,Automatic,"3,885,000"
Mercedes-Benz,C300,2015,Gray,Foreign Used,172182,Automatic,"14,279,998"
Toyota,Sienna,1998,White,Foreign Used,172025,Automatic,"3,990,000"
Toyota,Corolla,1999,Blue,Nigerian Used,265988,Automatic,"1,456,000"
Ford,Focus,2013,Silver,Nigerian Used,275995,Automatic,"2,415,000"
Toyota,Camry,2004,Silver,Nigerian Used,385758,Automatic,"2,300,000"
Lexus,ES,2011,Gold,Nigerian Used,109036,Automatic,"5,720,000"
Toyota,Corolla,2008,Silver,Nigerian Used,1800,Automatic,"2,835,000"
Mercedes-Benz,E200,1998,Silver,Nigerian Used,295095,Manual,"2,100,000"
Toyota,Corolla,2003,Gray,Nigerian Used,287844,Automatic,"2,405,000"
Chrysler,300C,2012,Gray,Foreign Used,225769,Automatic,"7,350,000"
Lexus,ES,2003,White,Nigerian Used,160960,Automatic,"1,785,000"
Toyota,Camry,2010,White,Nigerian Used,337517,Automatic,"3,848,000"
Honda,Ridgeline,2008,RT,Gray,Nigerian Used,Automatic,"2,310,000"
Toyota,Venza,2009,V6,White,Nigerian Used,Automatic,"5,565,000"
Hyundai,Santa Fe,2007,Gold,Foreign Used,188831,Automatic,"2,940,000"
Pontiac,Vibe,2004,Blue,Nigerian Used,370470,Automatic,"1,680,000"
Toyota,Highlander,2017,Gray,Nigerian Used,90087,Automatic,"17,680,000"
Toyota,Camry,2003,Gold,Nigerian Used,159289,Automatic,"1,785,000"
Toyota,4-Runner,2014,SR5 4dr SUV 4WD (4.0L 6cyl 5A),Black,Nigerian Used,Automatic,"13,520,000"
Changan,CS35,2021,White,Brand New,56724,Manual,"16,800,000"
Toyota,RAV4,2002,White,Nigerian Used,337031,Automatic,"1,976,000"
Mercedes-Benz,C240,2003,Silver,Nigerian Used,227798,Automatic,"2,288,000"
Mercedes-Benz,M Class,2012,White,Foreign Used,257769,Automatic,"12,915,000"
Ford,Edge,2007,Black,Nigerian Used,231281,Automatic,"1,785,000"
Toyota,RAV4,2002,Black,Nigerian Used,204675,Automatic,"1,627,500"
Volkswagen,Jetta,2009,Blue,Nigerian Used,2500,Automatic,"1,470,000"
Lexus,ES,2008,White,Nigerian Used,191171,Automatic,"3,960,468"
Peugeot,406,2004,Blue,Nigerian Used,2000,Manual,"1,260,000"
Mercedes-Benz,M Class,2010,Black,Nigerian Used,293535,Automatic,"5,040,000"
Volkswagen,Passat,2012,Black,Nigerian Used,120218,Automatic,"2,520,000"
Mercedes-Benz,CLK,2008,Black,Nigerian Used,239949,Automatic,"2,625,000"
Peugeot,207,2006,Red,Foreign Used,271791,Manual,"2,730,000"
Toyota,Sienna,2006,White,Nigerian Used,182631,Automatic,"3,536,000"
Toyota,Highlander,2015,Blue,Nigerian Used,98483,Automatic,"12,600,000"
Toyota,Sienna,2008,White,Nigerian Used,267884,Automatic,"4,160,000"
Honda,Pilot,2011,Gray,Foreign Used,354471,Automatic,"8,320,000"
Honda,Accord,2014,Gray,Nigerian Used,106758,Automatic,"6,968,000"
Toyota,RAV4,2018,Blue,Foreign Used,117297,Automatic,"14,532,000"
Honda,Accord,2003,Black,Nigerian Used,201621,Automatic,"1,028,998"
Honda,Accord,2007,Black,Nigerian Used,476311,Automatic,"2,184,000"
Toyota,Corolla,2006,Blue,Nigerian Used,243028,Automatic,"2,625,000"
Toyota,Sequoia,2013,Gray,Nigerian Used,102129,Automatic,"6,720,000"
Toyota,Camry,2004,LE 4dr Sedan (2.4L 4cyl 4A),Black,Nigerian Used,Automatic,"2,496,000"
Peugeot,407,2004,Blue,Nigerian Used,2200,Manual,"1,260,000"
Infiniti,G35,2006,Base RWD,Silver,Nigerian Used,Automatic,"2,730,000"
Toyota,Camry,2008,Silver,Nigerian Used,124869,Automatic,"3,640,000"
Toyota,Corolla,2008,Blue,Nigerian Used,85714,Automatic,"3,328,000"
Honda,Accord,2004,Gray,Nigerian Used,466499,Automatic,"945,000"
Mazda,6,2005,Gray,Nigerian Used,184003,Automatic,"1,624,350"
Mercedes-Benz,M Class,2011,Silver,Nigerian Used,221097,Automatic,"6,240,000"
Mercedes-Benz,C300,2018,White,Foreign Used,72856,Automatic,"23,920,000"
Acura,RDX,2008,White,Foreign Used,252420,Automatic,"4,462,500"
Mercedes-Benz,S-Class,2008,S 550,Gray,Nigerian Used,Automatic,"7,350,000"
Audi,A4,2006,Blue,Nigerian Used,244454,Automatic,"1,575,000"
Nissan,Almera,2015,Brown,Nigerian Used,115926,Automatic,"2,257,500"
Toyota,Camry,2003,Gray,Nigerian Used,322928,Automatic,"2,200,000"
Toyota,Avalon,2000,3.0,Brown,Nigerian Used,Automatic,"1,890,000"
BMW,X5,2005,3.0d Automatic,Gold,Nigerian Used,Automatic,"3,150,000"
Toyota,Camry,2010,Blue,Foreign Used,206776,Automatic,"4,515,000"
Kia,Cerato,2006,Black,Nigerian Used,136990,Manual,"2,100,000"
Toyota,Sienna,2007,Red,Nigerian Used,594857,Automatic,"2,730,000"
Ford,Edge,2009,Silver,Foreign Used,359454,Automatic,"3,675,000"
BMW,328i,2013,Gray,Nigerian Used,291562,Automatic,"5,034,750"
BMW,5 Series,2008,White,Nigerian Used,3000,Automatic,"1,995,000"
Lexus,RX 300,2003,Black,Nigerian Used,239757,Automatic,"3,937,500"
Land Rover,Range Rover Sport,2007,White,Nigerian Used,181799,Automatic,"4,888,000"
Honda,Accord,2003,Black,Nigerian Used,249162,Automatic,"1,872,000"
Toyota,Camry,2016,Gray,Nigerian Used,244336,Automatic,"7,560,000"
Acura,TL,2009,Blue,Foreign Used,170935,Automatic,"3,675,000"
Toyota,Camry,2002,Green,Nigerian Used,553889,Automatic,"2,184,000"
Nissan,Primera,1998,Gray,Nigerian Used,194787,Manual,"787,500"
Mazda,626,2000,ES 4dr Sedan (2.0L 4cyl 4A),White,Nigerian Used,Automatic,"924,000"
Ford,Ranger,1999,White,Nigerian Used,149412,Manual,"1,995,000"
Nissan,Altima,2009,Green,Nigerian Used,146750,Automatic,"2,600,000"
Toyota,Land Cruiser,2009,Silver,Nigerian Used,80101,Automatic,"22,575,000"
Toyota,Camry,2008,Gray,Nigerian Used,204553,Automatic,"2,940,000"
Toyota,Camry,2016,Gray,Nigerian Used,200760,Automatic,"6,300,000"
Toyota,Corolla,2013,Red,Nigerian Used,121908,Automatic,"4,410,000"
Toyota,Venza,2013,Black,Foreign Used,169970,Automatic,"10,500,000"
Toyota,Camry,2014,Gray,Foreign Used,197406,Automatic,"5,565,000"
Honda,CR-V,2002,Silver,Nigerian Used,533143,Automatic,"1,155,000"
Acura,MDX,2008,Gray,Nigerian Used,221242,Automatic,"2,625,000"
Mazda,CX-9,2014,Gray,Nigerian Used,185260,Automatic,"6,195,000"
Hyundai,Ix35,2011,Black,Nigerian Used,195055,Automatic,"3,622,500"
Lexus,ES,2005,Silver,Nigerian Used,241362,Automatic,"2,730,000"
Toyota,Sienna,2014,Blue,Foreign Used,234477,Automatic,"12,792,000"
Ford,Edge,2007,Black,Nigerian Used,166843,Automatic,"2,289,000"
Toyota,Highlander,2012,White,Nigerian Used,120320,Automatic,"8,840,000"
Nissan,Frontier,2008,Crew Cab Nismo 4x4,White,Foreign Used,Automatic,"4,095,000"
Toyota,Corolla,2004,Blue,Nigerian Used,192255,Automatic,"2,310,000"
Toyota,Camry,2015,Black,Nigerian Used,198206,Automatic,"6,195,000"
Lexus,RX,2004,Silver,Nigerian Used,259575,Automatic,"3,150,000"
Mercedes-Benz,CLA-Class,2014,Black,Foreign Used,83956,Automatic,"8,925,000"
Toyota,Sienna,2000,Gray,Nigerian Used,231528,Automatic,"1,155,000"
Acura,MDX,2007,White,Foreign Used,159294,Automatic,"5,625,000"
Ford,Explorer,2007,Limited 4dr 4x4 (4.0L 6cyl 5A),Blue,Nigerian Used,Automatic,"2,829,750"
Honda,Ridgeline,2006,Red,Nigerian Used,147666,Automatic,"3,465,000"
Toyota,Corolla,2003,Gray,Nigerian Used,301988,Automatic,"1,995,000"
Acura,MDX,2007,Black,Foreign Used,257497,Automatic,"4,095,000"
Lexus,RX 350,2010,Black,Nigerian Used,130440,Automatic,"8,736,000"
Toyota,Sienna,2014,Silver,Foreign Used,201996,Automatic,"9,660,000"
Mazda,CX-9,2008,Grand Touring,Gray,Nigerian Used,Automatic,"2,940,000"
Toyota,Sienna,2006,Silver,Foreign Used,353374,Automatic,"5,824,000"
Toyota,Corolla,2004,Red,Nigerian Used,435300,Automatic,"1,890,000"
Toyota,Avalon,2011,Green,Foreign Used,307260,Automatic,"5,250,000"
Mercedes-Benz,C300,2011,Black,Foreign Used,275773,Automatic,"5,880,000"
Hyundai,Elantra,2013,GLS Sedan FWD (1.8L 4cyl 6A),Black,Foreign Used,Automatic,"6,760,000"
Toyota,Highlander,2002,Green,Nigerian Used,243887,Automatic,"4,680,000"
Honda,Civic,2008,Gray,Nigerian Used,168307,Automatic,"2,288,000"
Toyota,Tundra,2007,Silver,Nigerian Used,145231,Automatic,"4,410,000"
Honda,Accord,2005,Black,Nigerian Used,246338,Automatic,"1,872,000"
Toyota,Hilux,2010,White,Nigerian Used,201691,Manual,"5,565,000"
Hyundai,Elantra,2013,GLS Sedan FWD (1.8L 4cyl 6A),Black,Nigerian Used,Automatic,"3,150,000"
Mercedes-Benz,C200,2001,Gray,Nigerian Used,202517,Automatic,"2,415,000"
Toyota,Camry,2000,Green,Nigerian Used,145823,Automatic,"1,560,000"
Toyota,Hilux,2014,White,Nigerian Used,138620,Manual,"6,300,000"
Mercedes-Benz,E350,2010,Black,Foreign Used,339530,Automatic,"7,035,000"
Lexus,RX 350,2009,Matt Black,Nigerian Used,207778,Automatic,"4,797,187"
Mercedes-Benz,GLK-Class,2010,350 4MATIC,Blue,Nigerian Used,Automatic,"6,024,375"
Toyota,Corolla,2009,Black,Nigerian Used,187993,Automatic,"4,500,000"
Mercedes-Benz,GLK-Class,2011,Red,Nigerian Used,295991,Automatic,"6,825,000"
Toyota,Sienna,2001,White,Nigerian Used,199708,Automatic,"2,080,000"
Hyundai,Creta,2019,Black,Nigerian Used,59246,Automatic,"7,980,000"
Land Rover,Range Rover,2012,Black,Nigerian Used,154487,Automatic,"7,425,000"
Hyundai,County,2001,Red,Foreign Used,182272,Automatic,"3,675,000"
Toyota,Tacoma,2013,White,Foreign Used,82516,Automatic,"10,500,000"
Ford,F-150,2008,Gray,Foreign Used,193788,Automatic,"7,280,000"
Toyota,Camry,2007,White,Nigerian Used,217801,Automatic,"2,989,875"
Daihatsu,HIJET,2003,Blue,Nigerian Used,1400,Automatic,"1,890,000"
Honda,Accord,2006,Black,Nigerian Used,226877,Automatic,"1,680,000"
Toyota,Venza,2010,Red,Nigerian Used,139428,Automatic,"6,405,000"
Lexus,RX 350,2012,Silver,Foreign Used,118849,Automatic,"13,520,000"
Lexus,RX 300,2002,Silver,Nigerian Used,76884,Automatic,"2,100,000"
Honda,Pilot,2007,Gray,Nigerian Used,207994,AMT,"2,835,000"
Infiniti,QX80,2015,Blue,Foreign Used,2133299,Automatic,"19,188,750"
Volkswagen,Routan,2010,Gray,Nigerian Used,152341,Automatic,"5,250,000"
Maserati,Levante,2018,GranSport AWD,White,Foreign Used,Automatic,"51,450,000"
Mercedes-Benz,C300,2015,Base AWD 4Matic Sedan (2.0L 4cyl 7A),White,Foreign Used,Automatic,"9,450,000"
BMW,X5,2008,Blue,Foreign Used,106203,Automatic,"6,825,000"
Toyota,Sienna,2006,Silver,Nigerian Used,244655,Automatic,"2,352,000"
Mercedes-Benz,GLA 250,2015,White,Nigerian Used,112209,Automatic,"13,000,000"
Hyundai,Santa Fe,2013,Black,Nigerian Used,125109,Automatic,"3,885,000"
Toyota,Sienna,2004,Silver,Nigerian Used,104282,Automatic,"3,328,000"
Lexus,RX,2015,Black,Foreign Used,78405,Automatic,"18,200,000"
BMW,535i,2011,White,Foreign Used,244841,Automatic,"10,500,000"
Toyota,Camry,1999,Black,Nigerian Used,352675,Automatic,"1,352,000"
Toyota,Corolla,2006,LE,Red,Nigerian Used,Automatic,"2,310,000"
Lexus,RX,2014,Silver,Foreign Used,86875,Automatic,"15,080,000"
Toyota,Yaris,2004,Gray,Nigerian Used,1300,Manual,"2,205,000"
Toyota,Corolla,2009,Gray,Nigerian Used,340573,Automatic,"3,640,000"
Toyota,Avensis,2003,Black,Nigerian Used,291455,Manual,"1,596,000"
Honda,Accord,2002,Black,Nigerian Used,160934,Automatic,"766,500"
Toyota,4-Runner,2003,4.7,Gray,Nigerian Used,Automatic,"3,640,000"
Toyota,Avalon,2013,Black,Nigerian Used,191842,Automatic,"12,480,000"
Honda,Pilot,2005,Silver,Nigerian Used,174669,Automatic,"2,704,000"
Hyundai,Tucson,2009,Black,Nigerian Used,152285,Automatic,"1,689,187"
Toyota,Sienna,2007,Gold,Nigerian Used,368443,Automatic,"3,432,000"
Mercedes-Benz,GLK-Class,2010,Black,Nigerian Used,139128,Automatic,"5,460,000"
Honda,Civic,2007,Black,Nigerian Used,339659,Automatic,"1,506,750"
Lexus,ES,2007,Gray,Foreign Used,278053,Automatic,"6,142,500"
Toyota,Camry,2008,Gray,Nigerian Used,236765,Automatic,"3,536,000"
Suzuki,Grand Vitara,2006,Silver,Nigerian Used,104760,Automatic,"2,100,000"
Toyota,Camry,2014,Blue,Foreign Used,2500,Automatic,"5,775,000"
Toyota,Sienna,2001,White,Nigerian Used,366136,Automatic,"1,575,000"
Toyota,Corolla,2015,S 4dr Sedan (1.8L 4cyl CVT),Black,Nigerian Used,CVT,"6,510,000"
Toyota,Camry,2003,Silver,Nigerian Used,165593,Automatic,"2,600,000"
Mercedes-Benz,C270,2002,Black,Foreign Used,334608,Automatic,"1,575,000"
Toyota,RAV4,2013,Blue,Nigerian Used,167479,Automatic,"9,562,500"
Honda,CR-V,2018,Gray,Foreign Used,62098,Automatic,"18,375,000"
Toyota,Yaris,2008,Red,Nigerian Used,261019,Manual,"1,995,000"
Toyota,Matrix,2004,Silver,Foreign Used,327705,Automatic,"3,465,000"
Toyota,RAV4,2017,Silver,Foreign Used,185320,Automatic,"12,600,000"
Toyota,Corolla,2004,Gold,Nigerian Used,278940,Automatic,"2,600,000"
Toyota,Avalon,2006,White,Nigerian Used,157556,Automatic,"2,352,000"
Toyota,Corolla,2003,Gold,Nigerian Used,437355,Automatic,"2,704,000"
Volkswagen,Touareg,2006,Blue,Nigerian Used,284352,Automatic,"2,640,000"
Chevrolet,Equinox,2010,LS,Red,Foreign Used,Automatic,"6,090,000"
Toyota,Avalon,2000,Gray,Nigerian Used,384809,Automatic,"1,365,000"
Volkswagen,Passat,2013,S,Gray,Foreign Used,Automatic,"5,985,000"
Pontiac,Vibe,2009,Red,Foreign Used,120741,Automatic,"4,700,000"
Mercedes-Benz,C300,2011,Black,Nigerian Used,276350,Automatic,"3,620,400"
Ford,Focus,2014,Black,Nigerian Used,69576,Automatic,"4,200,000"
Honda,Accord Crosstour,2012,Black,Nigerian Used,74135,Automatic,"5,200,000"
Hyundai,Sonata,2013,Silver,Nigerian Used,302700,Automatic,"3,276,000"
Lexus,ES,2006,Black,Nigerian Used,135764,Automatic,"3,432,000"
Hyundai,Sonata,2012,Gray,Foreign Used,281008,Automatic,"4,115,998"
Hyundai,Veracruz,2009,Brown,Nigerian Used,189610,Automatic,"5,775,000"
Honda,CR-V,2009,Black,Nigerian Used,148150,Automatic,"3,120,000"
Volvo,S60,2006,2.0 T Automatic,Silver,Nigerian Used,Automatic,"2,100,000"
Honda,Crosstour,2012,Black,Foreign Used,123528,Automatic,"4,725,000"
Toyota,Yaris,2006,Blue,Nigerian Used,243308,Automatic,"2,100,000"
Toyota,Corolla,2004,Blue,Nigerian Used,1800,Automatic,"1,837,500"
Toyota,Camry,2012,Red,Foreign Used,202334,Automatic,"6,825,000"
Toyota,RAV4,2006,Blue,Nigerian Used,111815,Automatic,"3,360,000"
Honda,Pilot,2006,Gray,Nigerian Used,110332,Automatic,"1,932,000"
Lexus,ES,2011,Black,Foreign Used,148643,Automatic,"6,037,500"
Toyota,Highlander,2008,Silver,Nigerian Used,285535,Automatic,"5,250,000"
Peugeot,407,2004,Silver,Nigerian Used,999999,Manual,"1,417,500"
Audi,S5,2011,Silver,Nigerian Used,57171,Automatic,"6,825,000"
Toyota,Camry,2005,Red,Nigerian Used,269832,Automatic,"1,680,000"
Ford,Explorer,2008,Gray,Nigerian Used,345275,Automatic,"5,200,000"
Toyota,Solara,2008,Gray,Nigerian Used,194660,Automatic,"2,205,000"
Nissan,Sentra,2005,Black,Nigerian Used,248025,Automatic,"840,000"
Toyota,Avalon,2013,Beige,Nigerian Used,137709,Automatic,"7,800,000"
Ford,Explorer,2006,Silver,Nigerian Used,284188,Automatic,"1,785,000"
Toyota,Camry,2007,Green,Nigerian Used,203332,Automatic,"3,432,000"
Toyota,Sienna,2013,Silver,Foreign Used,323726,Automatic,"8,400,000"
Lexus,GX,2004,Blue,Nigerian Used,241770,Automatic,"3,465,000"
Toyota,4-Runner,2003,4.7,Gray,Nigerian Used,Automatic,"1,470,000"
Nissan,Quest,1999,Red,Nigerian Used,193066,Automatic,"735,000"
Ford,F-150,2006,Black,Nigerian Used,163690,Automatic,"2,520,000"
Ford,Edge,2014,Brown,Nigerian Used,138175,Automatic,"3,927,000"
Peugeot,406,2000,Blue,Nigerian Used,99999,Manual,"896,000"
Mercedes-Benz,GLC-Class,2017,White,Foreign Used,110629,Automatic,"19,950,000"
Honda,CR-V,2004,Green,Nigerian Used,340066,Automatic,"2,496,000"
Toyota,Camry,2014,Red,Nigerian Used,167060,Automatic,"6,240,000"
BMW,3 Series,2006,Black,Nigerian Used,465331,Automatic,"1,470,000"
Honda,CR-V,2007,Blue,Nigerian Used,189034,Automatic,"3,328,000"
Toyota,Corolla,2003,Red,Nigerian Used,189764,Automatic,"1,837,500"
Mercedes-Benz,A-Class,2000,Gray,Foreign Used,261401,Manual,"2,100,000"
Toyota,Sienna,2000,White,Nigerian Used,215957,Automatic,"3,120,000"
BMW,525i,2006,White,Nigerian Used,362481,Automatic,"1,995,000"
Mercedes-Benz,GL-Class,2008,White,Nigerian Used,332864,Automatic,"6,240,000"
Nissan,Xterra,2006,Black,Nigerian Used,240736,Automatic,"2,600,000"
Toyota,Corolla,2009,LE 4dr Sedan (1.8L 4 cyl 4A),Black,Nigerian Used,Automatic,"3,213,000"
Toyota,4-Runner,1996,Black,Nigerian Used,228698,Manual,"1,890,000"
Honda,Accord,2008,Silver,Nigerian Used,219911,Automatic,"2,808,000"
Hyundai,Santa Fe,2013,Brown,Foreign Used,159702,Automatic,"12,480,000"
Toyota,Avalon,2005,Limited,Silver,Nigerian Used,Automatic,"2,912,000"
Lexus,RX 330,2005,White,Foreign Used,124427,Automatic,"7,800,000"
Honda,Accord,2010,Sedan EX V-6,Gray,Foreign Used,Automatic,"4,200,000"
Hyundai,Santa Fe,2009,2.7 V6 4WD,Gray,Nigerian Used,Automatic,"3,517,500"
Toyota,Sequoia,2003,Black,Nigerian Used,137914,Automatic,"2,496,000"
Honda,Ridgeline,2006,Silver,Nigerian Used,355604,Automatic,"3,640,000"
Toyota,Camry,2003,Black,Nigerian Used,214455,Automatic,"1,653,750"
Toyota,Sienna,2002,Silver,Nigerian Used,289061,Automatic,"1,470,000"
Honda,Pilot,2006,Purple,Nigerian Used,175823,Automatic,"2,100,000"
Honda,Accord,2003,Silver,Nigerian Used,321729,Automatic,"1,772,000"
Audi,A3,1999,Silver,Nigerian Used,293267,Manual,"840,000"
Toyota,RAV4,2002,Blue,Nigerian Used,216324,Automatic,"1,470,000"
Mazda,CX-7,2009,Red,Nigerian Used,347038,Automatic,"3,360,000"
Honda,Accord,2007,Gray,Nigerian Used,287526,Automatic,"1,365,000"
Toyota,Corolla,2005,Brown,Foreign Used,260116,Automatic,"3,465,000"
Ford,Edge,2008,White,Nigerian Used,200163,Automatic,"2,808,000"
Toyota,Corolla,2003,Silver,Nigerian Used,295453,Automatic,"1,995,000"
Toyota,Sienna,2014,Green,Foreign Used,73815,Automatic,"12,937,500"
Toyota,Camry,2010,Silver,Foreign Used,258736,Automatic,"5,824,000"
Opel,Zafira,2005,Silver,Nigerian Used,176791,Automatic,"2,520,000"
Peugeot,307,2005,Silver,Nigerian Used,175231,Manual,"1,560,000"
Mercedes-Benz,C180,2000,Black,Nigerian Used,163267,Manual,"1,575,000"
Toyota,Avensis,2005,Silver,Nigerian Used,193330,Automatic,"1,680,000"
Toyota,Camry,2010,Black,Nigerian Used,198626,Automatic,"3,045,000"
Mercedes-Benz,C300,2008,Red,Nigerian Used,276565,Automatic,"3,570,000"
Acura,MDX,2011,SUV 4dr AWD (3.7L 6cyl 6A),Gray,Nigerian Used,Automatic,"7,280,000"
Honda,Pilot,2007,Black,Nigerian Used,407409,Automatic,"2,100,000"
Toyota,Corolla,2010,White,Nigerian Used,235489,Automatic,"3,848,000"
BMW,3 Series,2005,White,Nigerian Used,169624,Automatic,"2,100,000"
Mazda,CX-9,2009,White,Foreign Used,69485,Automatic,"6,240,000"
Mitsubishi,Galant,2005,Gray,Nigerian Used,305937,Automatic,"1,680,000"
Honda,Accord,2003,White,Nigerian Used,215242,Automatic,"945,000"
Acura,MDX,2008,Black,Nigerian Used,255571,Automatic,"4,160,000"
Toyota,Corolla,2009,Blue,Nigerian Used,93892,Automatic,"3,255,000"
Mercedes-Benz,GL-Class,2012,Gray,Nigerian Used,69524,Automatic,"12,480,000"
Honda,Odyssey,2016,Black,Nigerian Used,61015,Automatic,"5,250,000"
Hyundai,Ix35,2012,2.0 CRDI,Black,Nigerian Used,Automatic,"3,213,000"
Lexus,RX 350,2017,White,Nigerian Used,68625,Automatic,"22,365,000"
Mercedes-Benz,M Class,2010,Silver,Nigerian Used,187880,Automatic,"4,935,000"
Mercedes-Benz,GL-Class,2011,Silver,Nigerian Used,275916,Automatic,"5,355,000"
Honda,Accord,2008,Black,Nigerian Used,214862,Automatic,"2,600,000"
Lexus,RX 350,2009,Black,Nigerian Used,178163,Automatic,"4,200,000"
Mercedes-Benz,R-Class,2008,R 350 4MATIC AWD,Black,Nigerian Used,Automatic,"2,625,000"
Toyota,Camry,2008,Green,Nigerian Used,188241,Automatic,"3,150,000"
Renault,Laguna,2003,Silver,Foreign Used,224342,Manual,"3,150,000"
Honda,Civic,2007,Black,Nigerian Used,188244,Automatic,"2,288,000"
Toyota,Highlander,2009,Silver,Nigerian Used,135615,Automatic,"5,775,000"
Infiniti,QX56,2008,Black,Nigerian Used,103118,Automatic,"6,720,000"
Lexus,GS,2009,Blue,Nigerian Used,166719,Automatic,"2,205,000"
Hyundai,Santa Fe,2007,Blue,Nigerian Used,161691,Automatic,"2,247,000"
Ford,Explorer,2007,Eddie Bauer 4dr 4x2 (4.0L 6cyl 5A),Blue,Nigerian Used,Automatic,"1,470,000"
Toyota,Corolla,2006,Black,Nigerian Used,249657,Automatic,"1,785,000"
Lexus,ES,2007,Blue,Nigerian Used,115745,Automatic,"6,240,000"
Toyota,Corolla,2012,Gray,Nigerian Used,185933,Automatic,"6,032,000"
Ford,Fusion,2012,White,Nigerian Used,192639,Automatic,"3,150,000"
Kia,Soul,2012,Silver,Nigerian Used,243531,Automatic,"3,585,000"
Toyota,Camry,2007,Gray,Nigerian Used,528215,Automatic,"2,835,000"
Toyota,Matrix,2006,Red,Nigerian Used,251507,Automatic,"1,785,000"
Honda,Accord,2004,Beige,Nigerian Used,272543,Automatic,"1,365,000"
Ford,Edge,2008,Black,Nigerian Used,162324,Automatic,"2,047,500"
Toyota,RAV4,2006,Black,Nigerian Used,127153,Automatic,"3,255,000"
Ford,Escape,2008,Gray,Nigerian Used,241384,Automatic,"2,625,000"
Toyota,Camry,2003,Green,Nigerian Used,251277,Automatic,"2,100,000"
Toyota,Camry,2007,Gray,Nigerian Used,293381,Automatic,"3,432,000"
Lexus,IS,2007,Gray,Nigerian Used,200155,Automatic,"2,793,000"
Toyota,4-Runner,2011,SR5 2WD,Black,Nigerian Used,Automatic,"9,240,000"
Lexus,RX,2005,Black,Nigerian Used,141147,Automatic,"4,095,000"
Toyota,Sienna,2006,Gray,Nigerian Used,300112,Automatic,"1,995,000"
Lexus,IS,2012,White,Foreign Used,178844,Automatic,"7,800,000"
Toyota,Avalon,2002,Brown,Nigerian Used,3400166,Automatic,"1,800,000"
